SKU,Quantity In Stock,Clearance,Wholesale Price,Retail Price,MAP Minimum Advertised Price,Maximum Order Quantity,UPC,MPN,GTIN,Amazon,Walmart,Ebay,Pet Category,Sub Category,Product Title,Size,Variant Name,Description,Brand,Condition,Product Count,Length,Width,Height,Weight,Picture URLs,Image Count,Color,Shopify Handle,Product URL
PAW91083,5,Clearance,54.89,119.2,119.2,,810086000000,TAD1338,8.10E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Blankets, New Dog Supplies, Paw",Paw PupLounge Memory Foam Bolster Bed & Topper,Medium/Large - 1 count,Medium/Large - 1 count Paw PupLounge Memory Foam Bolster Bed & Topper,"<p>The patent pending puplounge with topper is the first-ever interchangeable/washable topper and memory foam pet bed system! the ultra-soft faux fur topper looks great, is machine washable and adds another layer of comfort to the memory foam bed. To make your pets bed, simply clasp the topper to the hidden anchors under each bolster corner of the puplounge. The days of washing your pups entire bed are over. Simply unclip the topper and give it a wash instead!.</p><ul><li>Small - 25"" L x 20"" W x 5.5"" H</li><li>Medium/Large - 36"" L x 28"" W x 9"" H</li><li>First-ever interchangeable topper and memory foam pet bed system.</li><li>The ultra-soft faux fur topper comes equipped with clasps that conveniently attach to hidden anchors in the puplounge bed corners.</li><li>Pressure-relieving memory foam base guaranteed not to flatten for 10 years.</li><li>Waterproof memory foam liner protects memory foam from potential accidents.</li><li>Made with a durable and tear-resistant cover (removable for washing machine).</li></ul><p>Care Instructions:Cleaning the TopperUnzip faux fur cover, remove foam insert and fully close zippers to avoid damage during wash. Machine wash with cold water on gentle cycle and hang to dry.Cleaning the Bed CoverOur dog bed covers are machine washable. Unzip the zipper linings to remove the memory foam base from the outer cover. For the puplounge, make sure to remove the bolster cushion from the cover, as well, as the bolster is not machine washable. Wash the cover in cold water on the gentle cycle and hang to dry. A damp cloth can also be used to remove stains from the cover.Cleaning the Memory FoamThe memory foam is not machine washable, but there are several ways to clean it. To freshen it up, lightly sprinkle baking powder on the foam. This will give the foam a fresh smell. Let it sit for 30 minutes. Then vacuum the baking powder with a vacuum cleaner, which can also remove pet hair from the memory foam. To remove a stain, use a damp cloth with warm water and a small amount of dishwashing soap to rub the stain in a light circular motion. Let it sit for 10 minutes and press out as much moisture as you can without ""wringing out"" the foam, because wet foam can tear more easily. To dry the memory foam, leave it to air dry.Cleaning the Memory Foam Base LinerTo clean the liner, use a damp cloth with warm water to remove stains.<p>",Paw,NEW,1,38.98,13.39,10.24,16.1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/paw91083__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/paw91083__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/paw91083__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/paw91083__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/paw91083__5.jpg,ITEMIMAGEURL6=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/paw91083__6.jpg",6,,paw-puplounge-memory-foam-bolster-bed-topper,https://www.petwholesaleusa.com/products/paw-puplounge-memory-foam-bolster-bed-topper
PB79316,5,,29.99,59.99,0,,716433000000,79316,7.16E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Parrot Food, Pretty Pets",Pretty Pets Weaning Food for Birds,20 lb,20 lb Pretty Pets Weaning Food for Birds,"<p>Pretty Pets Weaning Food has the same nutrition as the breeder formula but is extruded in a corn-curl shape that is easier for young birds to hold while they are learning to eat. Weaning food can be fed dry or moistened.</p><ul><li>Crude Protein (min) 16%</li><li>Crude Fat/Oil (min) 10%</li><li>Crude Fiber (max) 3%</li><li>Moisture (max) 10%</li><li>Great for African Greys, Eclectus, Asian Parakeets, and more!</li></ul><p>Ingredients: Ground Corn, Ground Oats, Corn Gluten Meal, Soya Oil, Calcium Carbonate, Dicalcium Phosphate, Choline Chloride, Artificial Flavors, Attapulgite Clay, DL-Methionine, L-Lysine, Magnesium Oxide, Betaine Anhydrous, L-Ascorbyl-2-Polyphosphate, Vitamin E Supplement, Silicon Dioxide, Manganous Oxide, Niacinamide, Mixed Tocopherols, Copper Sulfate, Yucca schidigera Plant Extract, Zinc Oxide, FD&C Red 40, FD&C Yellow 6, FD&C Yellow 5, FD&C Blue 1, d-Calcium Pantothenate, Sodium Selenite, Vitamin A Acetate, Riboflavin, Biotin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Vitamin B12 Supplement, Folic Acid, Calcium Iodate, Vitamin D3 Supplement, Rosemary Extract.</p>",Pretty Pets,NEW,1,20,15,4,20,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pb79316__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pb79316__2.jpg",2,,pretty-pets-weaning-food-for-birds,https://www.petwholesaleusa.com/products/pretty-pets-weaning-food-for-birds
PB83311,5,Clearance,13.69,27.99,0,,716433000000,83311,7.16E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Cockatiel Food, Bird Parrot Food, Pretty Pets",Pretty Pets Bird Species Specific Hi Pro Amazon Cockatoo,3 lb,3 lb Pretty Pets Bird Species Specific Hi Pro Amazon Cockatoo,<p>Pretty Bird Species Specific Hi Pro Amazon Cockatoo is designed primarily for Cockatoos and Amazons to give them the proper protein and fat ratios they need to ensure proper nutrition but minimize weight gain. These morsels are packed with the fruits and veggies they would eat in their natural environment.</p><ul><li>Fruits & veggies in every bite</li><li>Ideal for Cockatoos and Amazons</li><li>17% protein and 4% fat</li></ul>,Pretty Pets,NEW,1,2.5,10,6,3.1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pb83311__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pb83311__2.jpg",2,,pretty-pets-bird-species-specific-hi-pro-amazon-cockatoo,https://www.petwholesaleusa.com/products/pretty-pets-bird-species-specific-hi-pro-amazon-cockatoo
PC04720,5,,2.63,6.99,0,,842982000000,4720,8.43E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Dental Treats, Dog Natural Treats, Dog Rawhide Treats, Loving Pets",Loving Pets Natures Choice Pressed Rawhide Donut Large,1 count,1 count Loving Pets Natures Choice Pressed Rawhide Donut Large,"<p>Loving Pets Natures Choice Pressed Rawhide Donuts give new meaning to the phrase ""rolling rawhide!"" These satisfying ring treats remove tartar from teeth and massage gums during chewing and are a great way to satisfy your dogs natural urge to chew, helping to prevent destructive chewing.</p><ul><li>100% natural rawhide rings</li><li>Cleans teeth & gums</li><li>Satisfies desire to chew</li><li>6"" diameter</li></ul><br>Natures Choice Rawhide Donuts provide hours of chewing enjoyment and contain no additives or preservatives. Recommended for adult dogs.</p><p>Ingredients:100% Natural Rawhide.",Loving Pets,NEW,1,6,1,6,0.188,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pc04720__1.jpg,1,,loving-pets-natures-choice-pressed-rawhide-donut-large,https://www.petwholesaleusa.com/products/loving-pets-natures-choice-pressed-rawhide-donut-large
PC05309,5,,2.95,7.99,0,,842982000000,5309,8.43E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Natural Treats, USA Dog Treats, Loving Pets",Loving Pets Totally Grainless Chicken and Apple Bones Small,6 oz,6 oz Loving Pets Totally Grainless Chicken and Apple Bones Small,"<p>Loving Pets Totally Grainless Meaty Chew Bones for Small Dogs are made with 100% real chicken and apple, combining two of your dogs favorite flavors into one scrumptious treat! They contain no grain, gluten, wheat, or corn to support healthy digestion.</p><ul><li>Made with 100% real chicken and apple</li><li>No grain, gluten, wheat, or corn</li><li>Massages gums while chewing</li><li>Small Treats for Dogs up to 15 lbs</li></ul><p>Totally Grainless Meaty Chews are 100% made in the USA and feature a hard exterior with a soft, tasty center that provides hours of enjoyment and massages gums. Resealable package preserves freshness. For adult dogs.</p><p>Ingredients: Potato Flour, Vegetable Glycerin, Water for Processing, Chicken, Gelatin, Apple Powder, Sugar, Lecithin, Xanthan Gum, Natural Smoke Flavor, Natural Apple Flavor, Calcium Carbonate, Cellulose Powder, Caramel Color, Preserved with Citric Acid, Potassium Sorbate, Mixed Tocopherols.</p><p>Guaranteed Analysis:<br>Crude Protein (min) - 14.0%<br>Crude Fat (min) - 3.0%<br>Crude Fiber (max) - 2.0%<br>Moisture (max) - 22.0%.</p>",Loving Pets,NEW,1,6,9,2,0.438,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pc05309__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pc05309__2.jpg",2,,loving-pets-totally-grainless-chicken-and-apple-bones-small,https://www.petwholesaleusa.com/products/loving-pets-totally-grainless-chicken-and-apple-bones-small
PC05562,5,Clearance,4.51,10.99,0,,842982000000,5562,8.43E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Meat and Jerky Treats, Dog Stick and Twist Treats, Loving Pets",Loving Pets Gourmet Wraps Carrot and Chicken,6 oz,6 oz Loving Pets Gourmet Wraps Carrot and Chicken,"<p>Loving Pets Gourmet Wraps Meat Snacks feature pure chicken breast filets wrapped around highly nutritious carrots, with no animal by-products or preservatives. Added glucosamine and chondroitin support your dogs joint health, making this a treat thats tough to beat!.</p><ul><li>All natural premium meat snack</li><li>Pure chicken breast with carrot</li><li>Glucosamine and chondroitin added to promote healthy joints</li></ul><p>Carrots are an excellent source of Vitamin A and Beta-carotene, a strong antioxidant that supports and improves eyesight. These treats are 100% natural and contain no chemical additives, fillers or by-products, as well as no gluten, glycerin, wheat, corn, soy or grain. Resealable bag preserves freshness.</p><p>Tested in the USA.</p><p>Feeding Guide: Feed to adult dogs, 1 treat per 15 lbs per day.</p><p>Ingredients: Chicken Breast, Carrot, Glucosamine Hydrochloride, Chondroitin Sulfate, Ascorbic Acid (Vitamin C).</p><p>Guaranteed Analysis:<br>Crude Protein (min) - 20.0%<br>Crude Fat (min) - 1.0%<br>Crude Fiber (max) - 3.0%<br>Moisture (max) - 19.0%<br>Ascorbic Acid (Vit. C) (min) - 5 mg.</p>",Loving Pets,NEW,1,4,2.5,8,0.5,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pc05562__1.jpg,1,,loving-pets-gourmet-wraps-carrot-and-chicken,https://www.petwholesaleusa.com/products/loving-pets-gourmet-wraps-carrot-and-chicken
PC07404,5,Clearance,2.08,4.99,0,,842982000000,7404,8.43E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Bowls and Dishes, Loving Pets",Loving Pets Bella Bowl with Rubber Base Steel and Espresso,Small - 1 count,Small - 1 count Loving Pets Bella Bowl with Rubber Base Steel and Espresso,"<p>The Loving Pets Bella Bowl with Rubber Base is a functional and beautiful dog dish that gives you the bacteria resistance of veterinarian-recommended stainless steel, combined with the beauty only plastic can bring out in a pet dish.</p><ul><li>Bacteria-resistant stainless steel</li><li>Rubber ring at the base prevents slipping</li><li>Dishwasher safe</li><li>Small Holds 1.25 Cups - 5.5""W x 2""H</li><li>Medium Holds 2.5 Cups - 7""W x 2""H</li></ul><p>The Bella Bowl is a revolutionary dish that contains a rubber ring at the base to keep it from slipping to prevent spills and noise. The ring is removable so it can be put in the dishwasher when it comes time to clean it.</p><p>Add a designer dish to complete your pets style!.</p>",Loving Pets,NEW,1,5.5,5.5,2,0.333,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pc07404__1.jpg,1,,loving-pets-bella-bowl-with-rubber-base-steel-and-espresso,https://www.petwholesaleusa.com/products/loving-pets-bella-bowl-with-rubber-base-steel-and-espresso
PI60572,5,Clearance,12.34,24.99,0,,045125605723,100079232,45125605723,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Habitat Expansions, Kaytee",Kaytee CritterTrail Tubes Value Pack,1 count,1 count Kaytee CritterTrail Tubes Value Pack,"<p>Kaytee CritterTrail Fun-nels Value Packs are the perfect way to start expanding your CritterTrail home. If you can imagine it, you can build it with CritterTrail Fun-nels!.</p><ul><li>Fun-nel accessories for turning CritterTrail habitats into tube cities</li><li>Includes 3 tube sizes (5 tubes total) and rings</li><li>Endless combinations and possibilities</li></ul><p>Kaytee Value Pack gives you three sizes of Fun-nels Tubes (five tubes total) and Fun-nels Rings. With the Fun-nels Value Packs, you can start turning your CritterTrail home into a fantastic Fun-nel city! The tubes are available in four colors and in a variety of shapes and sizes so you can create a huge playground for your pet. Ideal for hamsters, mice, and gerbils.</p>",Kaytee,NEW,1,2.5,8.75,16,0.75,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60572__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60572__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60572__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60572__4.jpg",4,,kaytee-crittertrail-tubes-value-pack,https://www.petwholesaleusa.com/products/kaytee-crittertrail-tubes-value-pack
PI60575,5,,13.48,26.99,16.95,,045125605754,100079235,45125605754,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Habitat Expansions, Kaytee",Kaytee CritterTrail Fun-Nels Assorted Tubes,1 count,1 count Kaytee CritterTrail Fun-Nels Assorted Tubes,"<p>Kaytee CritterTrail Large Value Pack gives you three Fun-nels Elbows, three sizes of Fun-nels Tubes, a Fun-nels Tee, Fun-nels Rings, and a Fun-nels Bubble-Plug.</p><ul><li>Fun-nel accessories for turning CritterTrail habitats into tube cities</li><li>Includes 3 elbows, 3 tube sizes, T-elbow, rings and bubble plug</li><li>Endless combinations and possibilities</li></ul><p>Add on other Funnels Value Packs to increase the fun in your pets super cool home! With the Fun-nels Value Packs, you can give your CritterTrail home all the twists and turns you need to turn your CritterTrail home into a fantastically fun, Funnel city. Make your CritterTrail home even more incredible with the vibrantly colored Fun-nels you receive in CritterTrail Fun-nels Value Packs! Great for hamsters, mice, and gerbils. Assorted colors and sizes.</p>",Kaytee,NEW,1,2.12,8.75,15.5,0.75,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60575__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60575__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60575__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi60575__4.jpg",4,,kaytee-crittertrail-fun-nels-assorted-tubes,https://www.petwholesaleusa.com/products/kaytee-crittertrail-fun-nels-assorted-tubes
PI61257,5,,16.63,33.99,0,,045125612578,100506043,45125612578,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Hideouts, Small Pet Clearance, Kaytee",Kaytee Play 'n Chew Cubby Nest,Large - 1 count,Large - 1 count Kaytee Play 'n Chew Cubby Nest,"<p>The Kaytee Play n Chew Cubby Nest is made from Natural sisal material and includes attached wooden chews and a hanging sisal ball for playing. The wood and sisal material are excellent chewing materials and promote good dental health in small animals. Simply place the nest in your pets cage and watch as they chew, play or curl up for a much-needed nap.</p><ul><li>Handmade of natural woven sisal</li><li>Wood and sisal material are excellent chewing materials and promote good dental health in small animals</li><li>Cubby Nests provide a safe and secure resting spot for small animals</li><li>Available in small, medium, and large</li></ul><p>Note: For hamsters, gerbils, mice, rats, guinea pigs, and other small pets.</p>",Kaytee,NEW,1,9,10,10,0.7,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi61257__1.jpg,1,,kaytee-play-n-chew-cubby-nest,https://www.petwholesaleusa.com/products/kaytee-play-n-chew-cubby-nest
PI61382,5,Clearance,2.05,8.95,8.95,,045125613827,100079362,45125613827,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Exercise Wheels, Kaytee",Kaytee Comfort Wheel Assorted Colors,Small - 1 count,Small - 1 count Kaytee Comfort Wheel Assorted Colors,"<p>The Kaytee Comfort Wheel for small pets features a safe, solid running surface, quiet operation and a ""tail-safe"" design, allowing pets an easy entrance and exit.</p><ul><li>Safe, solid running wheel for small animals</li><li>Easy entrance and exit for pets</li><li>Features free standing and cage attachment options</li></ul><p>Every Comfort Wheel comes with a heavy duty wire stand and a 2-way attachment clip, so the wheel can be used either free-standing or clipped to a wire cage. Great for hamsters, rats, and other small animals.</p><p>Sizes:<br>Small: 5.5"" Diameter<br>Large: 8.5"" Diameter<br>Giant: 12"" Diameter.</p><p>Note: Wheels ship in assorted colors. Please allow us to choose one for you.</p>",Kaytee,NEW,1,3.75,5.5,6.25,0.3,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi61382__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi61382__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi61382__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi61382__4.jpg",4,,kaytee-comfort-wheel-assorted-colors,https://www.petwholesaleusa.com/products/kaytee-comfort-wheel-assorted-colors
PI62146,5,,18.24,36.99,19.95,,045125621464,100079483,45125621464,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Litter Pans and Scoops, Kaytee",Kaytee Hi Corner Litter Pan Assorted Colors,Large - 1 count,Large - 1 count Kaytee Hi Corner Litter Pan Assorted Colors,"<p>The Kaytee Hi-Corner Litter Pan is our best-selling original design! The Hi-Corner Litter pan is the perfect litter pan for ferrets and other pets. Yes, small animals can be litter trained. The Hi-Corner Litter Pan fits easily into small animal cages.</p><ul><li>Perfect for litter training - yes, small pets can be trained!</li><li>Easy to clean surface, keeps odors and stains away</li><li>Ideal for ferrets, rabbits, guinea pigs, and other small pets</li><li>Medium Dimensions: 13.75""L x 10""W x 6.5""H</li><li>Large Dimensions: 20""L x 13""W x 10""H</li></ul><p>The Kaytee Hi-Corner Litter Pan features elevated high corners to help accommodate messy back-ups, while also preventing messes and litter from scattering outside the cage. It is constructed of easy-to-clean, stain and odor-resistant plastic and is available in four assorted colors.</p><p>Note: Pans ship in assorted colors - let us pick one for you!.</p>",Kaytee,NEW,1,12.5,20,9,1.65,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi62146__1.jpg,1,,kaytee-hi-corner-litter-pan-assorted-colors,https://www.petwholesaleusa.com/products/kaytee-hi-corner-litter-pan-assorted-colors
PI62248,5,,7.4,17.99,0,,045125622485,100079499,45125622485,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Hideouts, Kaytee",Kaytee Crinkle Tunnel Oversized Crinkling Tube for Small Pets,1 count,1 count Kaytee Crinkle Tunnel Oversized Crinkling Tube for Small Pets,"<p>Crinkly crackly fun for everyone. The 23"" long Crinkle Tunnel encourages exploration and tunneling activity. Made of durable cotton and polyester material. Attach to other crinkle tunnels and Fuzz-E-Funnels for even more fun. Encourages healthy play and exercise. Additionally the ""Hide and Peek"" opening in the center of the tunnel is fun for both pets and pet parents.</p><ul><li>Machine washable</li><li>A cozy & secure resting spot</li><li>6"" diameter tunnel</li><li>23"" long</li><li>Assorted colors</li></ul><p>Note: For ferrets, rabbits, chinchillas, or other small animals.</p>",Kaytee,NEW,1,1.5,6.5,7.5,0.285,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi62248__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi62248__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pi62248__3.jpg",3,,kaytee-crinkle-tunnel-oversized-crinkling-tube-for-small-pets,https://www.petwholesaleusa.com/products/kaytee-crinkle-tunnel-oversized-crinkling-tube-for-small-pets
PIO03075,5,Clearance,25.48,50.99,41.99,,853442000000,3075,8.53E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Cat Fountains, Dog Fountains and Waterers, Pioneer Pet",Pioneer Pet Swan Drinking Fountain Plastic,1 count,1 count Pioneer Pet Swan Drinking Fountain Plastic,"<p>The Swan Drinking Fountain by Pioneer Pet lets cats drink out of their very own faucet! This easy-to-clean plastic pet waterer features a replaceable charcoal filter to keep water clean and healthy, with a smooth, hygienic basin and a 6' USB power cord.</p><ul><li>Great for pets who like to drink from the faucet</li><li>Easy to clean & dishwasher safe</li><li>Charcoal filter keeps water clean & pure</li><li>6' USB power cord</li><li>Swan Drinking Fountain has a 80 oz Capacity</li></ul>",Pioneer Pet,NEW,1,12,8.75,9.5,1.8,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pio03075__1.jpg,1,,pioneer-pet-swan-drinking-fountain-plastic,https://www.petwholesaleusa.com/products/pioneer-pet-swan-drinking-fountain-plastic
PR16979,5,Clearance,14.09,28.99,0,,050000169795,16979,50000169795,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Cat Supplies,"Cat Crunchy Treats, Cat Clearance, Friskies",Friskies Party Mix Crunch Treats Gravy-Licious,20 oz,20 oz Friskies Party Mix Crunch Treats Gravy-Licious,"<p>Treat your favorite feline to two of her favorite flavors when you serve Purina Friskies Party Mix Crunch Gravylicious Chicken Flavor cat treats. The satisfying crunchy texture gets her excited for treat time while helping to keep her teeth clean as she chews. As an added bonus, these tasty snacks contain less than 2 calories per treat, so you can feed them to your cat without waistline worries.</p><ul><li>Tasty chicken flavor feeds your cats poultry cravings</li><li>Unique shapes will keep your cats interest</li><li>Treats contain less than 2 calories each</li><li>Crunchy texture helps to clean teeth</li><li>Savory gravy flavor cats crave</li></ul><p>Ingredients: Chicken By-Product Meal, Brewers Rice, Animal Fat Preserved With Mixed-Tocopherols, Corn Gluten Meal, Animal Liver Flavor, Fish, Natural And Artificial Flavors, Turkey By-Product Meal,Phosphoric Acid, Calcium Carbonate, Dried Chicken Flavored Gravy, Added Color, Brewers Dried Yeast, Salt, Choline Chloride, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Taurine, L-Ascorbyl-2-Polyphosphate (Vitamin C), Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Yellow 5, Red 40, Citric Acid, Blue 2, Bha (A Preservative), Bht (A Preservative).</p>",Friskies,NEW,1,6.75,4.5,4,1.375,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pr16979__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pr16979__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pr16979__3.jpg",3,,friskies-party-mix-crunch-treats-gravy-licious,https://www.petwholesaleusa.com/products/friskies-party-mix-crunch-treats-gravy-licious
PT16310,5,,17.09,34.99,17.99,,094036163105,10PC,94036163105,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Gravel Vacuums, Reptile Cleaners and Deodorizers, Python Products",Python Products Pro-Clean Gravel Washer and Siphon Kit,Medium - 1 count,Medium - 1 count Python Products Pro-Clean Gravel Washer and Siphon Kit,"<p>Python Pro-Clean Gravel Washer and Siphon Kits make life easy for aquarium beginners, hobbyists and experts alike. The simple, efficient design effectively separates and removes debris during routine aquarium water changes, helping you maintain a safe, healthy and beautiful tank.<br/>.</p><ul><li>Ideal gravel washer kit for aquarium hobbyists at all levels</li><li>Effectively separates and removes debris from aquarium during routine water changes</li><li>High quality materials and construction</li><li>Made in the USA</li></ul><p>Specifications:<br/>Mini: Up to 10 Gallons - (6&#34;L x 1&#34;D)<br/>Small: 10-20 Gallons - (12&#34;L x 1&#34;D)<br/>Small Tall: 10-20 Gallons - (20&#34;L x 1&#34;D)<br/>Medium: Up to 20 Gallons - (10&#34;L x 2&#34;D)<br/>Large: 20-55 Gallons - (16&#34;L x 2&#34;D)<br/>X-Large: 55+ Gallons - (24&#34;L x 2&#34;D)<br/>.</p>",Python Products,NEW,1,17,7,2,0.85,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pt16310__1.jpg,1,,python-products-pro-clean-gravel-washer-and-siphon-kit,https://www.petwholesaleusa.com/products/python-products-pro-clean-gravel-washer-and-siphon-kit
PV01181,5,,2.47,5.99,0,,048081011812,1181,48081011812,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Feeding Cups, Prevue",Prevue Birdie Basics Plastic Hanging Feeding Cup for Small Birds,2 count,2 count Prevue Birdie Basics Plastic Hanging Feeding Cup for Small Birds,"<p>The Prevue Birdie Basics Half Round Cage Cup is a universal fit for all small and medium cage models, making the perfect serving unit for your birds favorite food. Each pack contains one 1.8 oz cup and one 2.2 oz cup.</p><ul><li>Universal fit for all small/medium cage models</li><li>2 nestled opaque plastic cups per pack</li><li>1.8 oz and 2.2 oz capacity</li></ul><p>Cleaning Guide: Wash all food/water dishes with warm water using a damp soft cloth and mild soap. Dry thoroughly before returning to the cage.</p><p>Note: Cups come in assorted colors - let us choose one for you.</p>",Prevue,NEW,1,7.5,5,2,0.114,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv01181__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv01181__2.jpg",2,,prevue-birdie-basics-plastic-hanging-feeding-cup-for-small-birds,https://www.petwholesaleusa.com/products/prevue-birdie-basics-plastic-hanging-feeding-cup-for-small-birds
