Ord,Item,Description,UPC,REF#,Sugg. Retail,Discount %,Net Price US $
,SHES10-Q,SHISEIDO/ESSENTIALIST EYE PALETTE (06 HANATSUBAKI STREET NIGHTLIFE) 0.18 OZ, 730852147430, 14743,34.00,88,4.25
,SHES11-Q,SHISEIDO/ESSENTIALIST EYE PALETTE (07 CAT STREET POPS) 0.18 OZ (5.2 ML), 730852147447, 14744,34.00,64,12.20
,SHES12-Q,SHISEIDO/ESSENTIALIST EYE PALETTE (01 MIYUKI STREET NUDES) 0.18 OZ (5.2 ML), 730852147386, 14738,34.00,74,8.75
,SHES6-Q,SHISEIDO/ESSENTIALS EYE PALETTE 02 PLATINUM STREET METALS 0.18 OZ (5.2 ML), 730852147393, 1473911,34.00,80,6.75
,SHES7-Q,SHISEIDO/ESSENTIALS EYE PALETTE 05 KOTTO STREET VINTAGE 0.18 OZ (5.2 ML), 730852147423, 14742,34.00,80,6.75
,SHES8-Q,SHISEIDO/ESSENTIALIST EYE PALETTE 04 KAIGAN STREET WATERS 0.18 OZ (5.2 ML), 730852147416, 14741,34.00,83,5.75
,SHES9-Q,SHISEIDO/ESSENTIALIST EYE PALETTE (03 NAMIKI STREET NATURE) 0.18 OZ (5.2 ML), 730852147409, 14740,34.00,89,3.65
,SHESCR1-Q,SHISEIDO/SHIMMERING  EYE SHADOW CREAM (GR619) 0.21 OZ (6 ML), 730852111356, 11135,25.00,88,2.95
,SHESCR10-Q,SHISEIDO/PAPERLIGHT CREAM EYE COLOR (VI304 SHOBU PURPLE) 0.21 OZ (6 ML), 729238138933, 13893,25.00,81,4.75
,SHESCR11-Q,SHISEIDO/SHIMMERING CREAM EYE COLOR (BR306)  0.21 OZ (6 ML), 730852107915, 10791,25.00,83,4.25
,SHESCR12-Q,SHISEIDO/PAPERLIGHT CREAM EYE COLOR (YE303 YAMABUKI YELLOW) 0.21 OZ (6 ML), 729238138926, 13892,25.00,85,3.75
,SHESCR2-Q,SHISEIDO/SHIMMERING  EYE SHADOW CREAM (RS321)  0.21 OZ (6 ML), 730852111370, 11137,25.00,69,7.75
,SHESCR5-Q,SHISEIDO/PAPERLIGHT CREAM EYE COLOR (GR302 NAMIKI BRIGHT GREEN) 0.21 OZ (6 ML), 729238138919, 13891,25.00,85,3.75
,SHESCR6-Q,SHISEIDO/PAPERLIGHT CREAM EYE COLOR (BL706 ASAGI BLUE) 0.21 OZ (6 ML), 729238139961, 13996,25.00,83,4.25
,SHESCR7-Q,SHISEIDO/PAPERLIGHT CREAM EYE COLOR (GR705 HISUI GREEN) 0.21 OZ (6 ML), 729238138940, 13894,25.00,85,3.70
,SHESCR8-Q,BAREDEFO7B, 729238140677, 14067,25.00,83,4.25
,SHLL1-Q,SHISEIDO/SMOOTHING LIP PENCIL BR706 ROSEWOOD .04 OZ, 730852540361, 54036,20.00,81,3.75
,SHLL2-Q,SHISEIDO/SMOOTHING LIP PENCIL PK304 SAKURA .04 OZ, 730852540347, 54034,20.00,83,3.35
,SHLLP1-Q,SHISEIDO/SMOOTHING LIP PENCIL RD305 .04 OZ, 730852540354, 54035,20.00,79,4.25
,SHLLP4-Q,"SHISEIDO HAZEL LIP LINER PENCIL 0.04 OZ (1.2 ML)
HAZEL", 730852540316, 54031,20.00,79,4.25
,SHLLP5-Q,SHISEIDO/SMOOTHING LIP PENCIL (RD609) .04 OZ, 730852107342, 10734,20.00,81,3.75
,SHISLS25-Q,SHISEIDO/VISIONAIRY GEL LIPSTICK (224 NOBLE PLUM) 0.05 OZ (1.6 ML), 729238152014, 15201,26.00,77,6.05
,SHISLS28-Q,SHISEIDO/VISIONAIRY GEL LIPSTICK (228 METROPOLIS) 0.05 OZ (1.6 ML), 729238152052, 15205,26.00,78,5.75
,SHISLS6-Q,SHISEIDO/VISIONAIRY GEL LIPSTICK 210 J-POP 0.05 OZ (1.6 ML), 729238148109, 141810,26.00,53,12.20
,SHISLS34-Q,SHISEIDO/LACQER INK LIP SHINE (306 CORAL SPARK) 0.2 OZ (6 ML), 730852148291, 14829,26.00,61,10.25
,SHPERFFO9,SHISEIDO/PERFECT REFINING  FOUNDATION (I100) VERY DEEP IVORY 1.0 OZ (30 ML), 730852107847, 10784,38.50,91,3.65
,SHPERFFO9-Q,SHISEIDO/PERFECT REFINING  FOUNDATION (I100) VERY DEEP IVORY 1.0 OZ (30 ML), 730852107847, ,38.50,91,3.65
,SHROROLS3-Q,SHISEIDO/ROUGE ROUGE LIPSTICK (RD503) BLOODSTONE 0.14 OZ (3.96 ML), 729238134706, 13470,28.00,76,6.75
,SHSYSGFO5-Q,"SHISEIDO/SYNCHRO SKIN GLOW LUMINIZING FLUID FOUNDATION (4) NEUTRAL 1.0 OZ 
SPF 20", 730852135420, 13542,45.00,64,16.05
,SHSYSKCN13-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING CONCEALER (401 TAN) 0.19 OZ (5.8 ML), 730852157378, 15737,31.00,65,10.75
,SHSYSKCN14-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING CONCEALER (402 TAN) 0.19 OZ (5.8 ML), 730852157385, 15738,31.00,61,12.10
,SHSYSKCN15-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING CONCEALER (403 TAN) 0.19 OZ (5.8 ML), 730852157392, 15739,31.00,40,18.75
,SHSYSKCN16-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING CONCEALER (501 DEEP) 0.19 OZ (5.8 ML), 730852157408, 15740,31.00,61,12.10
,SHSYSKCN18-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING CONCEALER (503 DEEP) 0.19 OZ (5.8 ML), 730852157422, 15742,31.00,53,14.70
,SHSYSKFOPW7-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING POWDER FOUNDATION (410 SUNSTONE) 0.31 OZ, 729238161245, 16124,45.00,69,14.15
,SHSYSKFOPW8-Q,SHISEIDO/SYNCHRO SKIN SELF-REFRESHING POWDER FOUNDATION (450 COPPER) 0.31 OZ, 729238161269, 16126,45.00,78,9.75
,SHSYSKFO12-Q,"SHISEIDO/SYNCHRO SKIN SPF 20 LASTING LIQUID FOUNDATION (4) GOLDEN 1.0 OZ 
OIL-FREE
SPF 20", 730852131323, 13132,47.00,62,17.70
,SHSYSKFO20-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (420) BRONZE 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160910, ,47.00,79,9.75
,SHSYSKFO21-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (430) CEDAR 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160927, ,47.00,92,3.65
,SHSYSKFO22-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (440) AMBER 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160934, ,47.00,87,5.95
,SHSYSKFO23-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (450) COPPER 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160941, ,47.00,85,7.00
,SHSYSKFO25-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (510) SUEDE 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160965, ,47.00,87,6.00
,SHSYSKFO26-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (520) ROSEWOOD 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160972, ,47.00,87,6.00
,SHSYSKFO27-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (530) HENNA 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160989, ,47.00,86,6.65
,SHSYSKFO28-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (540) MAHOGANY 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852160996, ,47.00,87,6.25
,SHSYSKFO29-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (550) JASPER 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852161009, ,47.00,79,9.75
,SHSYSKFO30-Q,"SHISEIDO/SYNCHRO SKIN SELF -REFRESHING FOUNDATION (560) OBSIDIAN 1.0 OZ (30 ML) 
OIL-FREE
SPF 30", 730852161016, ,47.00,87,6.25
,SHSYSKFO47-Q,SHISEIDO/SYNCHRO SKIN GLOW LUMINIZING LIQUID FOUNDATION (5) GOLDEN  1.0 OZ, 730852135536, ,45.00,81,8.65
,SHSYSKFO49-Q,SHISEIDO/SYNCHRO SKIN GLOW LUMINIZING LIQUID FOUNDATION SPF 20 (4) GOLDEN 1.0 OZ, 730852135529, ,45.00,66,15.20
,SHSYSKFO5-Q,"SHISEIDO/SYNCHRO SKIN SPF 20 LASTING LIQUID FOUNDATION (3) ROSE 1.0 OZ (30 ML)
OIL-FREE
SPF 20", 730852131262, 13126,45.00,66,15.20
,SHSYSKFO8-Q,"SHISEIDO/SYNCHRO SKIN SPF 20 LASTING LIQUID FOUNDATION (5)NEUTRAL 1.0 OZ (30 ML)
OIL-FREE
SPF 20", 730852131231, 13123,45.00,85,6.65
,SMASCO4-Q,SMASHBOX/COLOR CORRECTING STICK DON'T BE DULL  .12 OZ (3.5 ML), 607710051508, ,25.00,73,6.75
,SMASLG10-Q,SMASHBOX/GLOSS ANGELES LIP GLOSS (72 & HONEY) 0.13 OZ (4 ML), 607710077928, ,20.00,39,12.20
,SMASLG7-Q,"SMASHBOX/GLOSS ANGELES LIP GLOSS (AY, POPPY) 0.13 OZ (4 ML)", 607710077867, ,20.00,39,12.20
,SMALWAEL4-Q,SMASHBOX/ALWAYS ON GEL EYE LINER (SHARK) 0.04 OZ (1.2 ML), 607710056350, C33Y-03-0113,22.00,45,12.20
,SMALWALS16-Q,SMASHBOX/ALWAYS ON CALIENTE LIPSTICK 0.07 OZ (2 ML), 607710088689, ,24.00,45,13.20
,SMALWALS17-Q,SMASHBOX/ALWAYS ON OUT LOUD LIPSTICK 0.07 OZ (2 ML), 607710088603, ,24.00,45,13.20
,SMALWALS8-Q,SMASHBOX/ALWAYS ON CREAM TO MATTE LIPSTICK (LET'S GOJI) 0.07 OZ (2 ML), 607710088672, ,24.00,45,13.20
,SMALWALS39-Q,SMASHBOX/ALWAYS ON LIQUID LIPSTICK (LIQUID FIRE) 0.13 OZ (4 ML), 607710086999, ,24.00,45,13.20
,SMASHALOH1-Q,SMASHBOX/HALO GLOW HIGHLIGHTER DUO (GOLDEN BRONZE) 0.17 OZ (5 ML), 607710089808, C5JT,35.00,45,19.20
,SMASHALOPW1-Q,SMASHBOX/HALO FRESH PERFECTING POWDER (TAN) 0.35 OZ (10 ML), 607710074521, ,42.00,45,23.05
,SMASHALOPW2-Q,SMASHBOX/HALO FRESH PERFECTING POWDER (DARK/NEUTRAL) 0.35 OZ (10 ML), 607710084308, ,42.00,45,23.05
,SMPHOTPRS4,SMASHBOX/PHOTO FINISH REVITALZE 8-IN-1 PRIMER ESSENCE 2.5 OZ, 607710000940, 000940,34.00,41,20.20
,SMSTSKCN15-Q,"SMASHBOX/STUDIO SKIN FLAWLESS 24 HOUR CONCEALER (DARK WARM) .27 OZ
OIL FREE", 607710082038, C4TX-26-0112,26.00,45,14.20
,SMSTSKCN18-Q,"SMASHBOX/STUDIO SKIN FLAWLESS 24 HOUR CONCEALER (MEDIUM WARM GOLDEN) .27 OZ
OIL FREE", 607710081963, C4TX-19-0112,26.00,45,14.20
,SMSTSKCN5-Q,"SMASHBOX/STUDIO SKIN FLAWLESS 24 HOUR CONCEALER (DEEP NEUTRAL) .27 OZ
OIL FREE", 607710082052, C4TX-280112,26.00,45,14.20
,SMSTSKFO10-Q,SMASHBOX/STUDIO SKIN 15-HOUR WEAR HYDRATING FOUNDATION (0.2) SL.DAMAGED 1.0 OZ, 607710078918, ,38.00,46,20.70
,SMSTSKFO21-Q,SMASHBOX/STUDIO SKIN 15-HOUR WEAR HYDRATING FOUNDATION (4.4) 1.0 OZ, 607710051294, ,38.00,46,20.70
,SMSTSKFO9-Q,SMASHBOX/STUDIO SKIN 15-HOUR WEAR HYDRATING FOUNDATION (0.1) 1.0 OZ, 607710078901, ,38.00,46,20.70
,SGMIGHLB1-Q,SOAP & GLORY/MIGHTY MOUTH LIP BALM WITH XLARGE COLLAGEN PLUMP (NAKED PINK) .4 OZ, 5000167138245, 138245,15.00,55,6.75
,STILFO17-Q,STILA/HIDE & CHIC FLUID FOUNDATION (TAN 2) 1.0 OZ (30 ML), 094800357020, ,39.00,46,21.20
,STILFO20-Q,STILA/HIDE & CHIC FLUID FOUNDATION (TAN 5) 1.0 OZ (30 ML), 094800357051, SC28200110,39.00,46,21.20
,STILFO23-Q,STILA/HIDE & CHIC FLUID FOUNDATION (TAN/DEEP 3) 1.0 OZ (30 ML), 094800357082, SC28230110,39.00,46,21.20
,STBEBOLG3-Q,STILA/BEAUTY BOSS LIP GLOSS 0.11 OZ/ 3.2 ML, 094800356368, SC15110110,15.00,68,4.75
,STPIPECN10-Q,STILA/PIXEL PERFECT CONCEALER DEEP 2  0.20 OZ /5.54 ML, 094800356825, ,24.00,40,14.40
,STPIPECN6-Q,STILA/PIXEL PERFECT CONCEALER TAN 2  0.20 OZ /5.54 ML, 094800356795, SC2707010,24.00,40,14.40
,STPIPECN7-Q,STILA/PIXEL PERFECT CONCEALER TAN 1 0.20 OZ /5.54 ML, 094800356788, SC27060110,24.00,45,13.20
,STPIPECN8-Q,STILA/PIXEL PERFECT CONCEALER DEEP 1 0.20 OZ /5.54 ML, 094800356818, ,24.00,45,13.20
,STSHFELS9-Q,STILA/SHINE FEVER LIP VINYL LIQUID LIPSTICK HOT PURSUIT  0.18 OZ (5.5 ML), 094800358119, SC35110110,24.00,40,14.40
,STSHGLES1-Q,STILA/SHIMMER & GLOW LIQUID EYE SHADOW STARLIGHT 0.153 OZ (4.5 ML), 094800353572, SB96050110,24.00,40,14.40
,STSHGLES7-Q,STILA/SHIMMER & GLOW LIQUID EYE SHADOW KITTEN 0.153 OZ (4.5 ML), 094800353534, SB96010110,24.00,40,14.40
,STSHGLES8-Q,STILA/SHIMMER & GLOW LIQUID EYE SHADOW GRACE 0.153 OZ (4.5 ML), 094800353541, SB96020110,24.00,40,14.40
,STSTAYLS11-Q,STILA/STAY ALL DAY LIQUID LIPSTICK BACCA 0.10 OZ (3ML), 094800350298, S791200110,22.00,45,12.20
,STSTAYLS13-Q,STILA/STAY ALL DAY LIQUID LIPSTICK RUBINO 0.10 OZ (3ML), 094800352155, S791270111,22.00,45,12.20
,STTRIFCO1-Q,"STILA/TRIFECTA METALLICA LIP, EYE & CHEEKSTICK 0.06/1.70 GR", 094800358904, ,26.00,45,14.20
,STTRIFCO2-Q,"STILA/TRIFECTA METALLICA LIP, EYE & CHEEKSTICK 0.06/1.70 GR", 094800358881, ,26.00,45,14.20
,STTRIFCO4-Q,"STILA/TRIFECTA METALLICA LIP, EYE & CHEEKSTICK 0.06/1.70 GR", 094800358928, ,26.00,45,14.20
,STTRIFCO5-Q,"STILA/TRIFECTA METALLICA LIP, EYE & CHEEKSTICK 0.06/1.70 GR", 094800358898, ,26.00,45,14.20
,TAAMCLCPL1,TARTE/TARTELETTE ENERGY AMAZONIAN CLAY PALETTE, 846733083282, FG10440,42.00,52,20.35
,TAEMPOFO3,TARTE/EMPOWERED HYBRID GEL FOUNDATION - CHESTNUT 1.0 OZ (30 ML), 846733019564, ,39.00,66,13.20
,TASHTAFOG10,"TARTE/SHAPE TAPE HYDRATING FOUNDATION GEL (60H) MAHOGANY 1.0 OZ (30 ML)
DOUBLE DUTY BEAUTY", 846733024711, FG04171-UN,39.00,80,7.75
,COSM1-A,"ASSORTED MAKEUP SET WITH HANDBAG 
ESTEE LAUDER DOUBLE WEAR EYE STAY IN PLACE EYE SHADOW STICK (PEACH) 0.05 OZ
MAC LIPGLASS LIP GLOSS (MISS MARBLE) 0.16 OZ
ESTEE LAUDER ARTIST'S LIP LINER PENCIL (WINE) 0.25 OZ
CLINIQUE EYESHADOW FRESH BLOOM MAPLE BLOSSOM (SILVER/PURPLE) 0.16 OZ
EYES BY DESIGN BROW PENCIL - BLACK BROWN  0.01 OZ
COSMETIC BAG", 027131730040, 73004,75.00,46,40.45
,BARE45-Q,"BAREMINERALS/EXPERIENCE BLEMISHRESCUE 2 PC SET
BLEMISH RESCUE ANTI-REDNESS PRIMER 0.5 OZ UNBOXED
SEAMLESS BUFFING BRUSH WITH ANTIBACTERIAL CHARCOAL 
MISSING ITEM", 098132559428, 91502,58.00,61,22.35
,BARE44-Q,"BAREMINERALS/I AM AN ORIGINAL GET STARTED 4 PC SET
 PRIME TIME (ORIGINAL) FOUNDATION PRIMER 0.05 OZ
ALL-OVER FACE COLOR (WARMTH) 0.02 OZ 
ORIGINAL MINERAL VEIL FINISHING POWDER .07 OZ
BEAUTIFUL FINISH BRUSH
MISSING ITEM", 194248004385, 41700321101,59.00,62,22.70
,BUXO16,"BUXOM/MAKE 'EM MELT TEAR AND SHARE SET
BUXOM/FULL-ON PLUMPING LIP POLISH (SOPHIA)
BUXOM/FULL-ON PLUMPLISH LIP POLISH (CLAIR)
BUXOM/FULL-ON PLUMPING LIP POLISH (DANI)
BUXOM/FULL-ON PLUMPING LIP POLISH (STARR)", 194249002014, ,35.00,57,15.20
,BUXO10-Q,"BUXOM/ DOLL IN DISGUISE MINI LIP PLUMPING TRIO 
VA-VA PLUMP MINI LIQUID  LIPSTICK (TALK DIRTY TO ME) 0.08 OZ
VA-VA PLUMP MINI LIQUID  LIPSTICK (COME TO DOLLY) 0.08 OZ
MINI PLUMPLINE LIP LINER (STEALTH) 0.03 OZ
 EYE VEIL 0.01 OZ
IN DISPLAY BOX", 098132551798, ,24.00,67,7.95
,CQ15,"CLINIQUE/FRESH PRESSED CLINICAL DAILY+OVERNIGHT BOOSTERS W/ VITAMINS C
FRESH PRESSED CLINICAL DAILY BOOSTER WITH PURE VITAMIN C 10%  0.2 OZ   X2 
FRESH PRESSED OVERNIGHT BOOSTER WITH PURE VITAMIN A (RETINOL) 0.20 OZ   X2 
ANTI-AGING", 020714908614, K60N,76.50,25,57.60
,EA2-A,"ELIZABETH ARDEN MINI MAKEUP SET IN BAG VALUE $48
CERAMIDE GOLD ULTRA RESTORATIVE CAPSULES FACE & THROAT X7
CERAMIDE GOLD ULTRA LIFT STRENGTHENING EYE CAPSULES X7 
EYE SHADOW QUAD: SPARKLE, MINGLE, SMOKE, TULLE .09 OZ
EIGHT HOUR CREAM INTENSIVE MOISTURIZING BODY TREATMENT 1.0 OZ
COLOR INTRIGUE EFFECTS LIPSTICK BRONZE BERRY PEARL 0.14 OZ
RED DOOR MIRROR
ELIZABETH ARDEN BURGUNDY/KHAKHI BAG
IN BURGUNDY KHAKHI BAG", 085805083298, 08329,35.00,85,5.25
,EA5-A,"ELIZABETH ARDEN MINI MAKEUP SET IN BAG VALUE $48
CERAMIDE GOLD ULTRA RESTORATIVE CAPSULES FACE & THROAT X7
EIGHT HOUR CREAM INTENSIVE MOISTURIZING HAND TREATMENT 0.5 OZ
CERAMIDE PLUMP PERFECT LIPSTICK, PERFECT PINK 0.12 OZ
INTERVENE PAUSE &EFFECT MOISTURIZER SPF 15 0.5 OZ
IN GREEN/BLACK BAG", 085805083496, 382OGY2800,35.00,84,5.50
,LAUR12-Q,"LAURA MERCIER/""SET TO GLOW"" TRANSLUCENT MEDIUM DEEP LOOSE POWDER & BRUSH DUET
TRANSLUCENT MEDIUM DEEP LOOSE POWDER 1.0 OZ
BRUSH", 194250007824, ,39.00,62,14.85
,LAUR11-Q,"LAURA MERCIER/""MAKE IT MATTE"" TRANSLUCENT MEDIUM DEEP LOOSE POWDER & PUFF
TRANSLUCENT SETTING POWDER (MEDIUM DEEP)1.0 OZ
PUFF", 736150175953, ,39.00,62,14.85
,LAUR13-Q,"LAURA MERCIER/""MAKE TO GLOW"" TRANSLUCENT MEDIUM DEEP LOOSE POWDER & BRUSH DUET
TRANSLUCENT MEDIUM DEEP LOOSE SETTING POWDER 1.0 OZ
BRUSH", 736150175991, ,45.00,67,14.85
,NARS10-R,"NARS/NARS KADUKI  KABUKI LIP MAKEUP  SET (W)
OUGI-DEEP RED  LIPSTICK  IN CERAMIC CUP .12 OZ
TAKEBUE -NEUTRAL  LIPSTICK  IN CERAMIC CUP .12 OZ
BOTAN-DEEP PINK  LIPSTICK IN CERAMIC CUP.12 OZ
 KADUKI LIP BRUSH 
IN KEEPSAKE WOODEN BOX", 607845037453, 3745,125.00,68,40.45
,NARS14-R,"NARS/PIERRE HARDY NAIL POLISH PAIRS EASY WALKING  SET (W)
 NAIL POLISH WALKING RIGHT  0.5 OZ
 NAIL POLISH WALKING LEFT 0.5 OZ
DUST BAG
IN TIN GIFT BOX", 607845036135, 3613,29.00,67,9.65
,NARS15-R,"NARS/PIERRE HARDY NAIL POLISH PAIRS ETHNO RUN SET (W)
ETHNO RUN RIGHT NAIL POLISH 0.5 OZ
ETHNO RUN LEFT  NAIL POLISH 0.5 OZ
DUST BAG
IN TIN GIFT BOX", 607845036104, 3610,29.00,91,2.70
,NARS18-R,"NARS/PIERRE HARDY NAIL POLISH PAIRS VERTEBRA SET (W)
 NAIL POLISH ROSE GOLD 0.5 OZ
 NAIL POLISH CAMEL 0.5 OZ", 607845036128, 3612,29.00,46,15.70
,NARS19-R,"NARS/PIERRE HARDY NAIL POLISH PAIRS SHARKS SET  (W)
 NAIL POLISH PALE YELLOW  0.5 OZ
 NAIL POLISH 0.5 LAVENDER 0.5 OZ.", 607845036142, 3614,29.00,91,2.70
,NARS20-R,"NARS/PIERRE HARDY NAIL POLISH PAIRS SHARPLINES SET  (W)
 NAIL POLISH CORAL0.5 OZ
 NAIL POLISH  DUSTY ROSE 0.5  OZ", 607845036111, 3611,29.00,92,2.45
,NARS28-Q,"NARS/THE NARS VAULT SET
AUDACIOUS LIPSTICK RAQUEL 0.14 OZ
AUDACIOUS LIPSTICK ANITA 0.14 OZ
AUDACIOUS LIPSTICK JANE 0.14 OZ
AUDACIOUS LIPSTICK CLAUDIA 0.14 OZ
AUDACIOUS LIPSTICK MICHIYO 0.14 OZ
AUDACIOUS LIPSTICK GRACE 0.14 OZ
AUDACIOUS LIPSTICK LANA 0.14 OZ
AUDACIOUS LIPSTICK CARMEN 0.14 OZ
AUDACIOUS LIPSTICK VIVIEN 0.14 OZ
AUDACIOUS LIPSTICK SANDRA 0.14 OZ
ITHAQUE NAIL POLISH 0.5 OZ
JUNGLE RED NAIL POLISH 0.5 OZ
DOVIMA NAIL POLISH 0.5 OZ
SCHIAP NAIL POLISH 0.5 OZ
HUNGER NAIL POLISH 0.5 OZ
ECUME NAIL POLISH 0.5 OZ
TROUVILLE NAIL POLISH 0.5 OZ
BACK ROOM NAIL POLISH 0.25 OZ
PURLE RAIN NAIL POLISH 0.5 OZ
ORGASM NAIL POLISH 0.25 OZ", 607845038399, 03839,540.00,68,174.96
,SHIS5-Q,"SHISEIDO/BROW INKTRIO (DEEP BROWN)
DEEP BROWN BROW PENCIL .002 OZ
DEEP BROWN BROW PENCIL POWDER 0.008 OZ", 729238147751, ,24.00,55,10.75
,BAREBR26,BAREMINERALS/SEAMLESS SHAPING FINISH BRUSH, 098132427734, 77056,38.00,62,14.50
,BAREBR28,BAREMINERALS/SOFT CURVE FACE & CHEEK BRUSH, 098132427741, 77057,32.00,61,12.40
,BAREBR37,BAREMINERALS/DETAIL SHADER EYE BRUSH, 098132427833, 77066,18.00,64,6.50
,BAREBR46,BAREMINERALS/DUAL FINISH BLUSH AND CONTOUR  BRUSH, 098132516292, 85746,26.00,71,7.50
,BAREBR51,BAREMINERALS/DOUBLE ENDED PERFECT FILL LIP BRUSH, 098132427918, 77074,20.00,71,5.75
,BAREBR59,BAREMINERALS/DIFFUSED HIGHLIGHT BRUSH, 098132555437, be91169,24.00,67,7.95
,BAREBMBR2,BAREMINERALS/THE EYEBROW MASTER BRUSH, 098132427901, 77073,16.00,60,6.35
,BAREBMBR2-Q,BAREMINERALS/THE EYEBROW MASTER BRUSH, 098132427901, 77073,16.00,77,3.65
,DIDBKSBR10,CH.DIOR/DIOR BACKSTAGE CONCEALER BRUSH N13, 3348901379144, C099600015,32.00,34,21.20
,CPAP2-Q,"CLE DE PEAU BEAUTE/POWDER FOUNDATION SPONGE 
1 pc", 729238329997, ,10.00,63,3.75
,CPBR2-Q,CLE DE PEAU BEAUTE/POWDER FOUNDATION BRUSH, 729238114203, 11420,25.00,61,9.75
,CPCS1-Q,CLE DE PEAU/LIP LINER PENCIL HOLDER, 729238318922, 31892,35.00,69,10.75
,CPCS2-Q,CLE DE PEAU/POWDER BLUSH DUO CASE AND BRUSH, 729238318885, 31888,40.00,78,8.75
,ELBR10-SD,ESTEE LAUDER/ SCULPTING SHADOW BRUSH BOX SLIGHTLY DAMAGED, 887167118515, R145,34.00,59,14.00
,ELBR6-SD,ESTEE LAUDER/ EYELINER/BROW BRUSH BOX SLIGHTLY DAMAGED 0.01 OZ (.003), 027131635109, 9MT4,30.00,26,22.15
,NARSBR12,NARS/#12 CREAM BLENDING BRUSH, 607845018476, 1847,24.00,66,8.15
,NARSBR24,NARS/#13 PRECISION BLENDING BRUSH, 607845018537, 1853,26.00,67,8.70
,NARSBR24-SD,NARS BRUSH SLIGHTLY DAMAGED 0.01 OZ (0.25 ML), 607845018537, 1853,26.00,84,4.25
,NARSBR26-SD,NARS BRUSH SLIGHTLY DAMAGED 0.01 OZ (0.25 ML), 607845018629, 1862,28.00,72,7.75
,NARSBR28-SD,NARS BLACK BRUSH SLIGHTLY DAMAGED 0.01 OZ (0.25 ML), 607845018469, 1846,32.00,67,10.65
,NARSBR30,NARS/#51 WET DRY EYELINER BRUSH, 607845018797, 1879,28.00,55,12.70
,NARSBR30-SD,NARS/#51 WET DRY EYELINER BRUSH SLIGHTLY DAMAGED, 607845018797, 1879,28.00,69,8.65
,NARSBR4,NARS/MIZUBAKE KABUKI BRUSH, 607845018605, 1860,55.00,67,18.20
,NARSBR51-SD,NARS/#14 BRONZER BRUSH SLIGHTLY DAMAGED, 194251005256, ,38.00,77,8.65
,SHISBR7-Q,SHISEIDO/INKSTROKE EYELINER BRUSH, 729238138667, 13866,28.00,74,7.40
,SHCASE3-Q,SHISEIDO/CASE FOR SUN PROTECTION COMPACT FOUNDATION, 730852125704, 12570,8.00,56,3.50
,SHISBR1,SHISEIDO/NANAME FUDE MULTI EYE BRUSH, 729238146976, 14697,28.00,34,18.50
,SIGMBR8-SD,SIGMA BRUSH SLIGHTLY DAMAGED 0.01 OZ (5 ML), 819430015573, ,27.00,62,10.20
,SIGMBR1-SD,SIGMA/EXPRESS BRUSH CLEANSING GLOVE SL.DAMAGED, 819430014347, ,29.00,84,4.75
,SIGMBCL2-SD,SIGMA BRUSH CLEANER SLIGHTLY DAMAGED 5.2 OZ (150 ML), 819430017652, ,19.00,75,4.75
,BAREES2-U,BAREMINERALS/WHIPPED VELVET MAGNIFICENT COCOA UNBOXED .14 OZ (4 ML), 098132452842, 79565,14.00,81,2.65
,BASTOLH1-U,BAREMINERALS/STROKE OF LIGHT HIGHLIGHTER ILLUMINATEUR UNBOXED .33 OZ (10 ML), 098132383863, ,20.00,87,2.65
,BARESULL1-U,BAREMINERALS/STATEMENT UNDER OVER (100% RED) LIP LINER UNBOXED 0.05 OZ (1.5 ML), 098132486564, ,16.00,80,3.25
,BYESPL4T,"BURBERRY/COMPLETE EYE PALETTE #05 DARK SPICE TESTER 0.19 OZ
4 COLORS", 5045410638363, 1R174610,62.00,83,10.75
